VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,pickup_longitude,pickup_latitude,RatecodeID,store_and_fwd_flag,dropoff_longitude,dropoff_latitude,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,PULocationID,DOLocationID
1,2016-01-01 08:50:52,2016-01-01 09:40:27,1,11.1,-73.9922332763672,40.749507904052734,1,N,-73.92485046386719,40.677040100097656,2,40.0,0.0,0.5,0.0,0.0,0.3,40.8,,
2,2016-01-01 09:01:50,2016-01-01 09:40:00,1,19.95,-73.95173645019531,40.7735595703125,3,N,-74.1773910522461,40.69070816040039,1,74.0,0.0,0.0,1.5,12.5,0.3,88.3,,
2,2016-01-01 09:04:36,2016-01-01 09:42:37,1,21.81,-74.01596069335938,40.70629119873047,2,N,-73.78263854980467,40.64406967163085,1,52.0,0.0,0.5,15.84,0.0,0.3,68.64,,
1,2016-01-01 09:08:49,2016-01-01 09:42:31,2,19.9,-73.96403503417969,40.76088333129883,1,N,-74.11003875732422,40.6038932800293,2,54.5,0.0,0.5,0.0,11.08,0.3,66.38,,
2,2016-01-01 09:09:01,2016-01-01 09:42:08,1,13.25,-73.77677154541014,40.6455307006836,1,N,-73.9628677368164,40.67192840576172,2,40.0,0.0,0.5,0.0,0.0,0.3,40.8,,
1,2016-01-01 09:09:18,2016-01-01 09:44:20,4,18.6,-73.98934173583984,40.763893127441406,2,N,-73.78319549560547,40.64381408691406,1,52.0,0.0,0.5,5.33,0.0,0.3,58.13,,
2,2016-01-01 09:11:30,2016-01-01 09:42:04,1,7.5,-73.98744201660156,40.76066970825195,1,N,-73.914306640625,40.74625015258789,2,27.5,0.0,0.5,0.0,0.0,0.3,28.3,,
1,2016-01-01 09:11:39,2016-01-01 09:41:33,1,10.4,-73.9676284790039,40.793941497802734,1,N,-73.86479949951173,40.7703857421875,1,32.5,0.0,0.5,6.65,0.0,0.3,39.95,,
1,2016-01-01 09:11:41,2016-01-01 09:44:23,2,21.8,-73.98486328125,40.778316497802734,2,N,-73.78362274169923,40.64366149902344,2,52.0,0.0,0.5,0.0,5.54,0.3,58.34,,
1,2016-01-01 09:11:51,2016-01-01 09:42:41,2,18.7,-73.77690124511719,40.646160125732415,2,N,-73.98908233642578,40.761085510253906,1,52.0,0.0,0.5,11.67,5.54,0.3,70.01,,
