VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,pickup_longitude,pickup_latitude,RatecodeID,store_and_fwd_flag,dropoff_longitude,dropoff_latitude,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount
2,2016-01-01 02:38:45,2016-01-01 08:12:32,2,0.0,-73.9561538696289,40.71377182006836,5,N,-74.27181243896483,40.984291076660156,1,180.0,0.0,0.5,10.0,0.0,0.0,190.5
1,2016-01-01 07:33:55,2016-01-01 08:13:14,1,32.1,-73.99390411376955,40.75248718261719,4,N,-73.78970336914062,41.13976287841797,2,130.5,0.0,0.5,0.0,2.54,0.3,133.84
2,2016-01-01 07:33:58,2016-01-01 08:12:34,1,16.56,-74.00028991699219,40.73139953613281,1,N,-73.8144989013672,40.73337173461913,2,49.5,0.0,0.5,0.0,0.0,0.3,50.3
2,2016-01-01 07:35:09,2016-01-01 08:11:44,6,17.83,-73.98436737060547,40.77531814575195,2,N,-73.78848266601562,40.6421012878418,2,52.0,0.0,0.5,0.0,0.0,0.3,52.8
1,2016-01-01 07:35:20,2016-01-01 08:13:43,1,29.8,-73.78999328613281,40.64726638793945,2,N,-74.00473022460938,40.74796676635742,1,52.0,0.0,0.5,8.0,5.54,0.3,66.34
2,2016-01-01 07:35:46,2016-01-01 08:11:04,1,13.01,-73.99649810791014,40.75308609008789,1,N,-73.8077392578125,40.700401306152344,1,41.0,0.0,0.5,9.47,5.54,0.3,56.81
2,2016-01-01 07:36:23,2016-01-01 08:12:34,1,17.39,-73.78196716308595,40.644718170166016,2,N,-73.96556854248048,40.75698471069336,2,52.0,0.0,0.5,0.0,0.0,0.3,52.8
2,2016-01-01 07:36:42,2016-01-01 08:11:31,1,13.43,-73.99887084960938,40.73933792114258,1,N,-74.0091552734375,40.635337829589844,2,41.0,0.0,0.5,0.0,0.0,0.3,41.8
1,2016-01-01 07:37:31,2016-01-01 08:13:02,1,4.7,-73.98938751220702,40.73006820678711,1,N,-73.93417358398438,40.69845581054688,4,27.0,0.0,0.5,0.0,0.0,0.3,27.8
1,2016-01-01 07:37:49,2016-01-01 08:13:49,1,15.2,-73.9794921875,40.78193664550781,1,N,-73.82596588134766,40.87448120117188,1,47.5,0.0,0.5,0.0,0.0,0.3,48.3
2,2016-01-01 07:40:04,2016-01-01 08:13:19,6,21.72,-73.98049926757811,40.763710021972656,2,N,-73.7762680053711,40.64543914794922,1,52.0,0.0,0.5,11.67,5.54,0.3,70.01
