VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,pickup_longitude,pickup_latitude,RatecodeID,store_and_fwd_flag,dropoff_longitude,dropoff_latitude,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount
1,2016-01-01 03:00:01,2016-01-01 07:26:39,1,6.3,-73.97950744628906,40.73978042602539,1,N,-73.85320281982422,40.75548934936523,2,22.0,0.5,0.5,0.0,0.0,0.3,23.3
2,2016-01-01 06:44:02,2016-01-01 07:29:28,6,16.59,-73.9916763305664,40.751319885253906,1,N,-73.86048126220702,40.57575988769531,2,50.0,0.0,0.5,0.0,2.08,0.3,52.88
1,2016-01-01 06:47:37,2016-01-01 07:26:22,1,20.7,-73.78153991699219,40.64480972290039,1,N,-73.99951171875,40.632190704345696,2,57.0,0.0,0.5,0.0,0.0,0.3,57.8
2,2016-01-01 06:50:00,2016-01-01 07:25:55,1,13.98,-73.96590423583984,40.795066833496094,1,N,-73.94241333007811,40.66737747192383,2,44.0,0.0,0.5,0.0,0.0,0.3,44.8
1,2016-01-01 06:50:24,2016-01-01 07:29:54,1,20.0,-73.78204345703125,40.64471054077149,2,N,-73.98118591308595,40.78276443481445,2,52.0,0.0,0.5,0.0,0.0,0.3,52.8
1,2016-01-01 06:51:10,2016-01-01 07:28:00,1,18.3,-73.79161071777342,40.64490127563477,2,N,-73.99649810791014,40.73910903930664,1,52.0,0.0,0.5,7.0,5.54,0.3,65.34
1,2016-01-01 06:52:58,2016-01-01 07:25:09,2,9.2,-73.9976577758789,40.737789154052734,1,N,-73.96501159667969,40.63467788696289,1,30.5,0.0,0.5,3.0,0.0,0.3,34.3
1,2016-01-01 06:52:59,2016-01-01 07:26:55,1,13.0,-73.77680969238281,40.64521026611328,1,N,-73.92481994628906,40.69216918945313,2,39.5,0.0,0.5,0.0,0.0,0.3,40.3
2,2016-01-01 06:53:00,2016-01-01 07:29:16,1,14.11,-74.00025939941406,40.72861099243164,1,N,-73.88993072509766,40.7432746887207,2,42.5,0.0,0.5,0.0,0.0,0.3,43.3
1,2016-01-01 06:53:08,2016-01-01 07:29:41,1,20.1,-73.98770904541014,40.74770736694336,2,N,-73.77650451660156,40.644927978515625,1,52.0,0.0,0.5,15.8,0.0,0.3,68.6
1,2016-01-01 06:53:29,2016-01-01 07:29:37,1,15.1,-73.98973083496094,40.7565803527832,1,N,-73.87791442871094,40.67383575439453,2,44.0,0.0,0.5,0.0,0.0,0.3,44.8
1,2016-01-01 06:54:50,2016-01-01 07:26:43,1,10.9,-73.99180603027342,40.74914169311523,1,N,-73.91677856445312,40.70270538330078,2,33.5,0.0,0.5,0.0,0.0,0.3,34.3
2,2016-01-01 06:55:11,2016-01-01 07:28:30,2,20.32,-73.7766876220703,40.64531326293945,2,N,-73.95532989501955,40.77690887451172,1,52.0,0.0,0.5,14.58,5.54,0.3,72.92
1,2016-01-01 06:55:14,2016-01-01 07:29:19,1,22.5,-73.77676391601562,40.64527130126953,2,N,-73.92796325683594,40.86494064331055,1,52.0,0.0,0.5,11.65,5.54,0.3,69.99
