VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,pickup_longitude,pickup_latitude,RatecodeID,store_and_fwd_flag,dropoff_longitude,dropoff_latitude,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount
1,2016-01-01 06:43:03,2016-01-01 07:33:21,1,14.1,-73.98710632324219,40.72909927368164,1,N,-73.84201049804686,40.7214469909668,2,45.5,0.5,0.5,0.0,0.0,0.3,46.8
2,2016-01-01 06:43:57,2016-01-01 07:30:39,1,16.41,-74.0033187866211,40.72719955444336,1,N,-73.9240493774414,40.74399948120117,2,53.0,0.0,0.5,0.0,0.0,0.3,53.8
1,2016-01-01 06:46:53,2016-01-01 07:31:36,1,17.3,-73.96116638183594,40.77513122558594,1,N,-73.9627914428711,40.775634765625,2,53.0,0.0,0.5,0.0,0.0,0.3,53.8
1,2016-01-01 06:53:54,2016-01-01 07:34:08,1,18.4,-73.78192138671875,40.644752502441406,2,N,-73.98482513427734,40.76868057250977,2,52.0,0.0,0.5,0.0,0.0,0.3,52.8
1,2016-01-01 06:54:34,2016-01-01 07:30:08,3,19.2,-73.78182983398438,40.64472579956055,2,N,-73.9846954345703,40.7686882019043,2,52.0,0.0,0.5,0.0,5.54,0.3,58.34
2,2016-01-01 06:55:05,2016-01-01 07:33:47,2,15.82,-73.98844909667969,40.764198303222656,1,N,-73.94222259521484,40.63576889038085,1,46.5,0.0,0.5,11.82,0.0,0.3,59.12
2,2016-01-01 06:55:20,2016-01-01 07:30:58,2,23.57,-73.95909881591797,40.7168197631836,5,N,-74.3108139038086,40.6506462097168,2,80.0,0.0,0.5,0.0,12.5,0.3,93.3
1,2016-01-01 06:55:50,2016-01-01 07:31:35,3,19.9,-73.95252227783203,40.772361755371094,3,N,-74.18318176269531,40.68798828125,1,72.0,0.0,0.0,12.0,12.5,0.3,96.8
2,2016-01-01 06:56:27,2016-01-01 07:33:11,2,9.49,-73.98136138916014,40.78091812133789,1,N,-73.8688201904297,40.75735092163085,2,33.0,0.0,0.5,0.0,0.0,0.3,33.8
1,2016-01-01 06:57:02,2016-01-01 07:31:17,1,20.5,-73.77680969238281,40.64530944824219,2,N,-73.94502258300781,40.839031219482415,2,52.0,0.0,0.5,0.0,5.54,0.3,58.34
2,2016-01-01 06:57:36,2016-01-01 07:33:16,1,8.73,-73.9210433959961,40.68211364746094,1,N,-73.97066497802734,40.64365768432617,2,31.5,0.0,0.5,0.0,0.0,0.3,32.3
2,2016-01-01 06:58:28,2016-01-01 07:30:11,1,19.78,-73.8072967529297,40.657630920410156,5,N,-74.03201293945312,40.743019104003906,1,115.0,0.0,0.5,0.0,18.04,0.3,133.84
2,2016-01-01 06:58:50,2016-01-01 07:30:53,6,9.09,-73.97779083251955,40.78403854370117,1,N,-73.8626251220703,40.74436569213867,2,31.0,0.0,0.5,0.0,0.0,0.3,31.8
1,2016-01-01 06:59:27,2016-01-01 07:33:53,2,22.2,-73.9955520629883,40.73098754882813,1,N,-73.8269805908203,40.948822021484375,2,61.0,0.0,0.5,0.0,0.0,0.3,61.8
1,2016-01-01 07:00:04,2016-01-01 07:32:38,1,20.8,-73.98138427734375,40.78069305419922,2,N,-73.78273773193358,40.64403533935547,1,52.0,0.0,0.5,10.0,5.54,0.3,68.34
2,2016-01-01 07:00:14,2016-01-01 07:32:06,2,24.55,-73.77672576904298,40.645263671875,1,N,-74.00588226318358,40.650638580322266,1,64.5,0.0,0.5,16.32,0.0,0.3,81.62
2,2016-01-01 07:00:50,2016-01-01 07:31:29,1,13.11,-73.98600006103516,40.76219940185547,1,N,-73.93026733398438,40.771034240722656,2,39.5,0.0,0.5,0.0,5.54,0.3,45.84
2,2016-01-01 07:00:58,2016-01-01 07:31:53,1,19.46,-73.98097991943358,40.784492492675774,2,N,-73.78314971923827,40.643898010253906,1,52.0,0.0,0.5,11.67,5.54,0.3,70.01
2,2016-01-01 07:01:12,2016-01-01 07:33:06,1,20.41,-73.78314971923827,40.648601531982415,2,N,-73.97942352294923,40.78971862792969,1,52.0,0.0,0.5,7.0,5.54,0.3,65.34
1,2016-01-01 07:01:18,2016-01-01 07:34:58,1,14.4,-73.99620056152342,40.76653671264648,1,N,-73.81105041503906,40.7824592590332,2,42.5,0.0,0.5,0.0,0.0,0.3,43.3
2,2016-01-01 07:01:39,2016-01-01 07:30:19,1,9.05,-73.9963150024414,40.72385025024415,1,N,-73.8685989379883,40.74074172973633,2,29.5,0.0,0.5,0.0,0.0,0.3,30.3
2,2016-01-01 07:01:49,2016-01-01 07:34:34,6,10.07,-73.9818115234375,40.751869201660156,1,N,-73.89248657226562,40.67361831665039,2,33.0,0.0,0.5,0.0,0.0,0.3,33.8
2,2016-01-01 07:02:07,2016-01-01 07:34:43,3,5.83,-74.00479888916014,40.73744201660156,1,N,-74.00383758544923,40.73693084716797,2,25.5,0.0,0.5,0.0,0.0,0.3,26.3
1,2016-01-01 07:02:17,2016-01-01 07:30:16,3,12.5,-74.0030517578125,40.73337936401367,1,N,-73.89447021484375,40.85194778442383,2,37.5,0.0,0.5,0.0,0.0,0.3,38.3
1,2016-01-01 07:02:26,2016-01-01 07:33:11,2,19.9,-73.78197479248048,40.644695281982415,2,N,-74.00399780273438,40.72096633911133,2,52.0,0.0,0.5,0.0,0.0,0.3,52.8
2,2016-01-01 07:02:27,2016-01-01 07:34:18,1,7.51,-73.9813003540039,40.724853515625,1,N,-73.9136734008789,40.665771484375,2,26.5,0.0,0.5,0.0,0.0,0.3,27.3
1,2016-01-01 07:03:05,2016-01-01 07:32:28,1,8.7,-73.95370483398438,40.78791809082031,1,N,-73.95394134521484,40.78780746459961,1,28.5,0.0,0.5,5.85,0.0,0.3,35.15
1,2016-01-01 07:03:34,2016-01-01 07:30:45,1,15.0,-73.97798156738281,40.75455093383789,1,N,-73.76822662353516,40.70600891113281,1,42.0,0.0,0.5,4.83,5.54,0.3,53.17
1,2016-01-01 07:03:37,2016-01-01 07:31:41,1,18.3,-73.97657775878906,40.79621505737305,5,N,-74.17768859863281,40.69535827636719,1,80.0,0.0,0.0,15.0,12.5,0.3,107.8
2,2016-01-01 07:03:39,2016-01-01 07:33:20,5,21.55,-73.77674102783203,40.645423889160156,1,N,-73.83788299560547,40.90304565429688,2,57.0,0.0,0.5,0.0,5.54,0.3,63.34
2,2016-01-01 07:03:51,2016-01-01 07:31:42,2,18.18,-73.9828109741211,40.74712753295898,3,N,-74.17729949951173,40.69517135620117,1,66.5,0.0,0.0,16.28,14.58,0.3,97.66
