VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,pickup_longitude,pickup_latitude,RatecodeID,store_and_fwd_flag,dropoff_longitude,dropoff_latitude,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount
1,2016-01-01 07:46:58,2016-01-01 08:28:24,2,11.7,-73.99040985107422,40.76106643676758,1,N,-73.9275131225586,40.66183471679688,2,39.0,0.0,0.5,0.0,0.0,0.3,39.8
2,2016-01-01 07:49:44,2016-01-01 08:26:56,1,19.59,-73.96920776367188,40.79098892211913,2,N,-73.78175354003906,40.64432907104492,2,52.0,0.0,0.5,0.0,5.54,0.3,58.34
2,2016-01-01 07:53:13,2016-01-01 08:25:11,1,9.74,-73.99391174316406,40.74616622924805,1,N,-73.94055938720702,40.626068115234375,2,31.5,0.0,0.5,0.0,0.0,0.3,32.3
2,2016-01-01 07:53:24,2016-01-01 08:26:16,5,14.13,-74.01464080810547,40.709999084472656,1,N,-73.86180877685547,40.768348693847656,1,41.5,0.0,0.5,9.57,5.54,0.3,57.41
2,2016-01-01 07:53:30,2016-01-01 08:28:40,2,12.65,-73.97411346435547,40.7491455078125,1,N,-73.8508529663086,40.66826248168945,1,38.5,0.0,0.5,9.82,0.0,0.3,49.12
2,2016-01-01 07:54:03,2016-01-01 08:29:54,6,8.52,-73.88623809814453,40.74460983276367,1,N,-74.0023422241211,40.73310089111328,1,30.5,0.0,0.5,6.26,0.0,0.3,37.56
2,2016-01-01 07:54:29,2016-01-01 08:26:19,6,17.98,-73.96073150634766,40.77016067504883,2,N,-73.80350494384766,40.6585807800293,2,52.0,0.0,0.5,0.0,5.54,0.3,58.34
1,2016-01-01 07:54:50,2016-01-01 08:28:43,4,20.6,-73.79003143310547,40.64693832397461,2,N,-73.98458862304686,40.78103637695313,1,52.0,0.0,0.5,14.55,5.54,0.3,72.89
2,2016-01-01 07:55:40,2016-01-01 08:28:18,5,19.42,-73.95349884033203,40.77973175048828,2,N,-73.77631378173827,40.64575958251953,1,52.0,0.0,0.5,10.0,5.54,0.3,68.34
1,2016-01-01 07:56:12,2016-01-01 08:28:09,3,13.4,-73.7899398803711,40.64371109008789,1,N,-73.97706604003906,40.668418884277344,2,40.5,0.0,0.5,0.0,0.0,0.3,41.3
