VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,pickup_longitude,pickup_latitude,RatecodeID,store_and_fwd_flag,dropoff_longitude,dropoff_latitude,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount
2,2016-01-01 07:37:32,2016-01-01 08:36:26,2,21.34,-73.98867797851562,40.73133087158203,4,N,-74.07575225830078,40.804851531982415,2,105.5,0.0,0.5,0.0,12.5,0.3,118.8
2,2016-01-01 07:47:47,2016-01-01 08:35:22,1,17.87,-73.9520263671875,40.7989501953125,1,N,-73.89969635009766,40.6358757019043,2,53.5,0.0,0.5,0.0,0.0,0.3,54.3
2,2016-01-01 07:57:51,2016-01-01 08:39:20,1,13.47,-74.00743865966798,40.7257194519043,1,N,-73.8348617553711,40.70716094970703,2,42.5,0.0,0.5,0.0,0.0,0.3,43.3
1,2016-01-01 07:58:54,2016-01-01 08:35:51,2,21.7,-73.98139190673827,40.78121566772461,2,N,-73.7818832397461,40.644344329833984,2,52.0,0.0,0.5,0.0,5.54,0.3,58.34
2,2016-01-01 07:59:36,2016-01-01 08:37:40,5,20.99,-73.98029327392578,40.78546142578125,2,N,-73.7764129638672,40.64514923095703,1,52.0,0.0,0.5,14.58,5.54,0.3,72.92
2,2016-01-01 08:02:35,2016-01-01 08:36:31,5,18.47,-74.00199127197266,40.73043823242188,2,N,-73.78321075439453,40.64387130737305,2,52.0,0.0,0.5,0.0,0.0,0.3,52.8
2,2016-01-01 08:02:45,2016-01-01 08:35:30,5,23.9,-73.77677154541014,40.6456184387207,1,N,-73.90509033203125,40.84919738769531,2,64.0,0.0,0.5,0.0,5.54,0.3,70.34
2,2016-01-01 08:03:24,2016-01-01 08:37:04,1,18.59,-73.98584747314453,40.72687149047852,3,N,-74.1817398071289,40.687721252441406,2,69.0,0.0,0.0,0.0,17.5,0.3,86.8
2,2016-01-01 08:03:26,2016-01-01 08:35:04,2,7.75,-73.98460388183594,40.7370719909668,1,N,-73.91608428955078,40.69917297363281,1,28.0,0.0,0.5,8.64,0.0,0.3,37.44
2,2016-01-01 08:03:53,2016-01-01 08:36:55,1,13.02,-73.87059020996094,40.77348709106445,1,N,-73.93745422363281,40.66745376586913,1,40.0,0.0,0.5,1.0,0.0,0.3,41.8
1,2016-01-01 08:04:11,2016-01-01 08:36:43,1,8.4,-73.99465179443358,40.76085662841797,1,N,-73.95755004882812,40.72221755981445,1,28.5,0.0,0.5,5.85,0.0,0.3,35.15
1,2016-01-01 08:04:26,2016-01-01 08:36:08,2,17.4,-73.98360443115234,40.76325225830078,2,N,-73.78874969482422,40.64147567749024,2,52.0,0.0,0.5,0.0,5.54,0.3,58.34
2,2016-01-01 08:04:53,2016-01-01 08:39:33,1,17.8,-73.99903106689453,40.74245834350585,2,N,-73.78871154785155,40.64144134521485,1,52.0,0.0,0.5,8.0,5.54,0.3,66.34
2,2016-01-01 08:04:55,2016-01-01 08:37:13,2,17.4,-73.98296356201173,40.730770111083984,2,N,-73.7762680053711,40.64556121826172,1,52.0,0.0,0.5,4.0,12.5,0.3,69.3
1,2016-01-01 08:05:14,2016-01-01 08:36:22,1,7.4,-73.98845672607422,40.76424789428711,1,N,-73.95767974853516,40.70872116088867,2,27.5,0.0,0.5,0.0,0.0,0.3,28.3
2,2016-01-01 08:05:58,2016-01-01 08:37:03,6,15.36,-73.87171173095702,40.773941040039055,1,N,-73.89070129394531,40.62995147705078,2,46.0,0.0,0.5,0.0,0.0,0.3,46.8
1,2016-01-01 08:06:22,2016-01-01 08:35:00,4,22.0,-73.77681732177734,40.64547348022461,2,N,-73.96714782714845,40.75340270996094,2,52.0,0.0,0.5,0.0,5.54,0.3,58.34
1,2016-01-01 08:06:28,2016-01-01 08:38:55,1,7.3,-73.9934310913086,40.757171630859375,1,N,-73.88497924804686,40.75785827636719,2,27.5,0.0,0.5,0.0,5.54,0.3,33.84
2,2016-01-01 08:06:39,2016-01-01 08:36:30,3,19.41,-73.79012298583984,40.646968841552734,2,N,-73.96782684326173,40.78977966308594,1,52.0,0.0,0.5,0.0,5.54,0.3,58.34
2,2016-01-01 08:07:13,2016-01-01 08:37:45,2,14.08,-73.99439239501955,40.76979064941406,1,N,-73.79067993164062,40.71163940429688,2,41.0,0.0,0.5,0.0,0.0,0.3,41.8
2,2016-01-01 08:07:35,2016-01-01 08:35:59,1,11.75,-73.77667999267578,40.6453514099121,1,N,-73.95381927490234,40.6910400390625,1,36.0,0.0,0.5,7.36,0.0,0.3,44.16
2,2016-01-01 08:07:40,2016-01-01 08:35:05,3,19.4,-73.79129791259766,40.64676284790039,5,N,-73.95812225341797,40.77499771118164,1,52.0,0.0,0.5,10.0,5.54,0.3,68.34
2,2016-01-01 08:07:59,2016-01-01 08:35:10,1,19.49,-73.78972625732422,40.64665985107422,2,N,-73.95867156982422,40.774940490722656,2,52.0,0.0,0.5,0.0,5.54,0.3,58.34
