VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,pickup_longitude,pickup_latitude,RatecodeID,store_and_fwd_flag,dropoff_longitude,dropoff_latitude,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,PULocationID,DOLocationID
1,2016-01-01 00:04:23,2016-01-01 01:21:39,4,22.6,-73.78343200683594,40.6485595703125,1,N,-73.96947479248048,40.800537109375,2,2.5,0.5,0.5,0.0,0.0,0.3,3.8,,
2,2016-01-01 00:04:43,2016-01-01 01:20:50,1,10.87,-73.990234375,40.75722885131836,1,N,-73.87633514404298,40.77028274536133,2,57.0,0.5,0.5,0.0,5.54,0.3,63.84,,
1,2016-01-01 00:19:07,2016-01-01 01:23:20,1,21.1,-74.00383758544923,40.73843765258789,1,N,-73.98209381103516,40.59593963623047,2,67.0,0.5,0.5,0.0,0.0,0.3,68.3,,
2,2016-01-01 00:29:35,2016-01-01 01:20:52,2,10.75,-73.98751068115234,40.76563262939453,1,N,-73.92610931396483,40.67297744750977,1,39.5,0.5,0.5,12.24,0.0,0.3,53.04,,
1,2016-01-01 00:29:54,2016-01-01 01:20:13,2,13.8,-73.96420288085938,40.80773544311523,1,N,-73.96473693847656,40.67395401000977,1,46.0,0.5,0.5,9.45,0.0,0.3,56.75,,
2,2016-01-01 00:31:32,2016-01-01 01:21:15,6,2.66,-73.98825073242188,40.7647705078125,1,N,-73.97707366943358,40.7475700378418,1,28.0,0.5,0.5,7.32,0.0,0.3,36.62,,
1,2016-01-01 00:32:41,2016-01-01 01:20:26,1,7.7,-73.9772186279297,40.74519348144531,1,N,-73.9791030883789,40.67983627319336,1,34.5,0.5,0.5,3.0,0.0,0.3,38.8,,
1,2016-01-01 00:33:47,2016-01-01 01:20:03,2,13.9,-74.00538635253906,40.728492736816406,1,N,-73.83778381347656,40.82175827026367,2,45.0,0.5,0.5,0.0,0.0,0.3,46.3,,
2,2016-01-01 00:36:45,2016-01-01 01:22:07,5,22.83,-73.99585723876955,40.75413513183594,1,N,-74.16553497314453,40.59435653686523,2,63.5,0.5,0.5,0.0,0.0,0.3,64.8,,
2,2016-01-01 00:37:07,2016-01-01 01:22:10,2,4.48,-74.00643920898438,40.73931121826172,1,N,-73.97933959960938,40.78165817260742,2,22.5,0.5,0.5,0.0,0.0,0.3,23.8,,
2,2016-01-01 00:37:42,2016-01-01 01:22:16,3,8.79,-73.98719787597656,40.7298698425293,1,N,-73.94664001464845,40.80828857421875,2,35.0,0.5,0.5,0.0,0.0,0.3,36.3,,
1,2016-01-01 00:37:47,2016-01-01 01:21:13,1,5.9,0.0,0.0,1,N,0.0,0.0,1,29.0,0.5,0.5,6.05,0.0,0.3,36.35,,
2,2016-01-01 00:37:52,2016-01-01 01:21:47,2,21.2,-73.78201293945312,40.6446418762207,2,N,-73.94984436035155,40.79603576660156,2,52.0,0.0,0.5,0.0,5.54,0.3,58.34,,
1,2016-01-01 00:38:49,2016-01-01 01:20:40,3,4.4,-73.96781158447266,40.766128540039055,1,N,-73.99847412109375,40.736419677734375,1,26.5,0.5,0.5,5.55,0.0,0.3,33.35,,
1,2016-01-01 00:39:00,2016-01-01 01:20:15,1,12.0,-73.95412445068358,40.8197021484375,1,N,-73.9636993408203,40.71788024902344,1,40.5,0.5,0.5,10.45,0.0,0.3,52.25,,
1,2016-01-01 00:39:15,2016-01-01 01:22:58,1,8.7,-73.97615814208984,40.6822624206543,1,N,-73.90530395507811,40.61843490600585,2,33.5,0.5,0.5,0.0,0.0,0.3,34.8,,
1,2016-01-01 00:39:19,2016-01-01 01:22:12,2,13.3,-73.98477935791014,40.75473403930664,1,N,-73.8309097290039,40.76533889770508,1,42.5,0.5,0.5,8.75,0.0,0.3,52.55,,
2,2016-01-01 00:39:24,2016-01-01 01:21:29,5,8.14,-73.91264343261719,40.69433975219727,1,N,-73.89733123779298,40.64427947998047,2,31.5,0.5,0.5,0.0,0.0,0.3,32.8,,
2,2016-01-01 00:39:38,2016-01-01 01:24:26,1,10.5,-74.00434875488281,40.73059844970703,1,N,-73.9658203125,40.69182205200195,1,37.5,0.5,0.5,11.64,0.0,0.3,50.44,,
1,2016-01-01 00:39:38,2016-01-01 01:22:35,3,11.8,0.0,0.0,2,N,0.0,0.0,2,52.0,0.0,0.5,0.0,0.0,0.3,52.8,,
1,2016-01-01 00:39:45,2016-01-01 01:22:10,2,15.2,-74.0047149658203,40.7420768737793,1,N,-73.86952209472656,40.85801315307617,1,47.5,0.5,0.5,7.2,0.0,0.3,56.0,,
1,2016-01-01 00:39:45,2016-01-01 01:23:32,2,7.6,-73.982666015625,40.7572135925293,1,N,-73.94093322753906,40.70434188842773,1,32.5,0.5,0.5,3.0,0.0,0.3,36.8,,
1,2016-01-01 00:40:30,2016-01-01 01:21:13,2,3.8,-73.99259185791014,40.76981735229492,1,N,-73.98754119873048,40.73014831542969,2,25.5,0.5,0.5,0.0,0.0,0.3,26.8,,
2,2016-01-01 00:40:39,2016-01-01 01:22:21,3,6.8,-73.98883819580078,40.736629486083984,1,N,-73.95712280273438,40.800201416015625,1,31.0,0.5,0.5,5.0,0.0,0.3,37.3,,
1,2016-01-01 00:40:49,2016-01-01 01:20:24,1,6.3,-74.003173828125,40.70772171020508,1,N,-73.98494720458984,40.76758575439453,1,29.0,0.5,0.5,1.99,0.0,0.3,32.29,,
1,2016-01-01 00:40:56,2016-01-01 01:24:00,2,9.7,-73.93472290039062,40.8582763671875,1,N,-73.97928619384766,40.74720764160156,1,34.5,0.5,0.5,7.15,0.0,0.3,42.95,,
1,2016-01-01 00:41:19,2016-01-01 01:22:42,1,8.3,-73.99207305908203,40.7254753112793,1,N,-73.9563217163086,40.813514709472656,1,34.0,0.5,0.5,7.05,0.0,0.3,42.35,,
1,2016-01-01 00:41:46,2016-01-01 01:23:17,3,9.9,-73.99000549316406,40.73919296264648,1,N,-73.93708038330078,40.851238250732415,1,38.0,0.5,0.5,0.0,0.0,0.3,39.3,,
2,2016-01-01 00:41:55,2016-01-01 01:21:34,1,17.47,-74.00251007080078,40.75010681152344,1,N,-73.83517456054686,40.66402816772461,1,52.0,0.5,0.5,5.0,5.54,0.3,63.84,,
1,2016-01-01 00:41:58,2016-01-01 01:22:06,1,13.8,-73.98463439941406,40.754554748535156,1,N,-73.84095764160156,40.7812728881836,2,43.0,0.5,0.5,0.0,0.0,0.3,44.3,,
2,2016-01-01 00:42:11,2016-01-01 01:24:02,1,6.98,-74.00598907470702,40.73537063598633,1,N,-73.9115219116211,40.68142318725585,1,29.5,0.5,0.5,6.16,0.0,0.3,36.96,,
2,2016-01-01 00:42:19,2016-01-01 01:22:30,1,6.17,-74.00560760498048,40.74100112915039,1,N,-73.96501159667969,40.76934051513672,2,22.5,0.5,0.5,0.0,0.0,0.3,23.8,,
1,2016-01-01 00:42:31,2016-01-01 01:20:02,3,5.3,-73.98818969726562,40.76470947265625,1,N,-74.01224517822266,40.703914642333984,2,25.5,0.5,0.5,0.0,0.0,0.3,26.8,,
1,2016-01-01 00:42:37,2016-01-01 01:21:09,2,7.2,-73.98464965820312,40.75095748901367,1,N,-73.87696075439453,40.75453186035156,2,29.0,0.5,0.5,0.0,0.0,0.3,30.3,,
1,2016-01-01 00:42:46,2016-01-01 01:21:27,2,4.4,-73.99369812011719,40.76056289672852,1,N,-73.98994445800781,40.71896743774415,1,24.5,0.5,0.5,0.0,0.0,0.3,25.8,,
2,2016-01-01 00:43:29,2016-01-01 01:20:06,1,13.53,-73.99049377441406,40.76118850708008,1,N,-73.84245300292969,40.85007858276367,2,43.0,0.5,0.5,0.0,0.0,0.3,44.3,,
2,2016-01-01 00:43:30,2016-01-01 01:20:08,1,3.84,-73.99114990234375,40.74993896484375,1,N,-73.96939086914062,40.785511016845696,1,23.0,0.5,0.5,1.5,0.0,0.3,25.8,,
