VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,pickup_longitude,pickup_latitude,RatecodeID,store_and_fwd_flag,dropoff_longitude,dropoff_latitude,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,PULocationID,DOLocationID
1,2016-01-01 04:06:50,2016-01-01 05:44:52,2,4.5,-73.93232727050781,40.85739135742188,1,N,-73.7976837158203,40.64473724365234,2,4.0,0.5,0.5,0.0,0.0,0.3,5.3,,
1,2016-01-01 04:36:32,2016-01-01 05:42:36,4,6.0,-73.92796325683594,40.66168212890625,1,N,-73.92796325683594,40.661636352539055,1,41.5,0.5,0.5,8.56,0.0,0.3,51.36,,
2,2016-01-01 04:37:40,2016-01-01 05:40:05,1,16.16,-74.00524139404298,40.75127029418945,1,N,-73.98049926757811,40.66036987304688,2,50.0,0.5,0.5,0.0,0.0,0.3,51.3,,
1,2016-01-01 04:47:51,2016-01-01 05:41:28,1,20.8,-73.98119354248048,40.760704040527344,1,N,-73.82483673095702,40.86219024658203,2,62.0,0.5,0.5,0.0,0.0,0.3,63.3,,
2,2016-01-01 04:48:13,2016-01-01 05:40:26,1,8.01,-73.99385833740234,40.76846694946289,1,N,-73.875244140625,40.73921203613281,1,37.5,0.5,0.5,4.0,0.0,0.3,42.8,,
1,2016-01-01 04:50:01,2016-01-01 05:43:20,1,11.3,-73.9981689453125,40.72616195678711,1,N,-73.93106079101562,40.83172225952149,1,46.0,0.5,0.5,9.45,0.0,0.3,56.75,,
1,2016-01-01 04:51:24,2016-01-01 05:42:14,3,18.6,-73.99951171875,40.738636016845696,1,N,-73.8698959350586,40.702991485595696,2,56.5,0.5,0.5,0.0,5.54,0.3,63.34,,
2,2016-01-01 04:53:39,2016-01-01 05:42:33,1,10.81,-73.97391510009766,40.75529479980469,1,N,-73.84931182861328,40.82100296020508,2,43.5,0.5,0.5,0.0,0.0,0.3,44.8,,
1,2016-01-01 04:53:50,2016-01-01 05:41:48,1,12.1,-73.98426055908203,40.724964141845696,1,N,-73.86060333251955,40.82804489135742,2,46.5,0.5,0.5,0.0,0.0,0.3,47.8,,
1,2016-01-01 04:55:11,2016-01-01 05:40:12,1,5.8,-73.94817352294923,40.80144119262695,1,N,-73.96414947509766,40.76035690307617,2,31.0,0.5,0.5,0.0,0.0,0.3,32.3,,
1,2016-01-01 04:58:52,2016-01-01 05:40:24,1,10.7,-73.93182373046875,40.70756530761719,1,N,-73.9423828125,40.80223083496094,1,36.5,0.5,0.5,7.55,0.0,0.3,45.35,,
2,2016-01-01 04:59:44,2016-01-01 05:44:00,1,15.15,-73.96134948730467,40.76484298706055,1,N,-73.8311538696289,40.689151763916016,2,46.5,0.5,0.5,0.0,0.0,0.3,47.8,,
1,2016-01-01 05:00:35,2016-01-01 05:40:00,2,14.0,-73.98721313476562,40.72028350830078,1,N,-73.91358947753906,40.875831604003906,1,46.5,0.5,0.5,0.0,0.0,0.3,47.8,,
1,2016-01-01 05:01:17,2016-01-01 05:42:55,2,15.3,-73.99765014648438,40.73591613769531,1,N,-73.80835723876955,40.81462478637695,1,47.0,0.5,0.5,0.0,5.54,0.3,53.84,,
1,2016-01-01 05:02:11,2016-01-01 05:40:05,1,10.1,-73.97884368896483,40.76233291625977,1,N,-73.87252807617188,40.77454376220703,2,38.0,0.5,0.5,0.0,5.54,0.3,44.84,,
1,2016-01-01 05:02:16,2016-01-01 05:44:00,1,7.5,-73.98847198486328,40.73391342163085,1,N,-73.91551208496094,40.805030822753906,2,33.5,0.5,0.5,0.0,0.0,0.3,34.8,,
1,2016-01-01 05:02:38,2016-01-01 05:44:14,1,7.2,-73.98837280273438,40.7490463256836,1,N,-73.94035339355469,40.81467819213867,1,34.0,0.5,0.5,0.0,0.0,0.3,35.3,,
2,2016-01-01 05:02:41,2016-01-01 05:44:57,3,11.68,-73.98209381103516,40.767555236816406,1,N,-73.84038543701173,40.67890167236328,1,38.5,0.5,0.5,5.2,0.0,0.3,45.0,,
1,2016-01-01 05:02:47,2016-01-01 05:40:48,1,13.2,-73.96031951904298,40.766426086425774,5,N,-74.1560287475586,40.73998641967773,1,60.0,0.0,0.0,10.0,10.5,0.3,80.8,,
2,2016-01-01 05:03:21,2016-01-01 05:43:43,1,9.18,-73.97428131103516,40.74315643310547,1,N,-73.93643188476562,40.85380935668945,1,37.0,0.5,0.5,7.66,0.0,0.3,45.96,,
2,2016-01-01 05:03:26,2016-01-01 05:41:12,1,10.82,-74.00505828857422,40.74093246459961,1,N,-73.89656829833984,40.643470764160156,2,35.0,0.5,0.5,0.0,0.0,0.3,36.3,,
2,2016-01-01 05:03:35,2016-01-01 05:44:53,1,12.21,-74.0074691772461,40.72602081298828,1,N,-73.85848999023438,40.73527145385742,2,41.0,0.5,0.5,0.0,0.0,0.3,42.3,,
1,2016-01-01 05:04:22,2016-01-01 05:41:54,2,7.8,-73.95459747314453,40.789146423339844,1,N,-73.8753433227539,40.748435974121094,1,30.0,0.5,0.5,0.0,0.0,0.3,31.3,,
1,2016-01-01 05:05:13,2016-01-01 05:41:42,1,14.3,-73.77667236328125,40.64531326293945,1,N,-73.98361206054686,40.66102981567383,2,43.0,0.5,0.5,0.0,0.0,0.3,44.3,,
2,2016-01-01 05:05:28,2016-01-01 05:40:29,1,11.83,-73.9549102783203,40.71678161621094,1,N,-73.94529724121094,40.82600784301758,2,36.5,0.5,0.5,0.0,0.0,0.3,37.8,,
1,2016-01-01 05:06:46,2016-01-01 05:44:13,1,8.5,-74.00662994384766,40.74403381347656,1,N,-73.91480255126955,40.70143127441406,1,31.0,0.5,0.5,2.0,0.0,0.3,34.3,,
