VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,pickup_longitude,pickup_latitude,RatecodeID,store_and_fwd_flag,dropoff_longitude,dropoff_latitude,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,PULocationID,DOLocationID
2,2016-01-01 02:41:13,2016-01-01 04:11:46,1,82.57,-73.98133087158203,40.768310546875,5,N,-74.95378875732422,40.117542266845696,1,320.0,0.0,0.0,15.0,10.5,0.3,345.8,,
2,2016-01-01 03:00:24,2016-01-01 04:14:35,1,13.28,-73.78421020507811,40.592018127441406,1,N,-73.79579162597656,40.66809844970703,1,56.5,0.5,0.5,20.0,0.0,0.3,77.8,,
2,2016-01-01 03:13:26,2016-01-01 04:11:55,2,14.78,-73.9883804321289,40.73725128173828,1,N,-73.86564636230467,40.77090072631836,2,51.0,0.5,0.5,0.0,0.0,0.3,52.3,,
1,2016-01-01 03:16:33,2016-01-01 04:11:59,2,15.3,-73.93318176269531,40.70462417602539,1,N,-73.9379653930664,40.854827880859375,1,50.0,0.5,0.5,10.25,0.0,0.3,61.55,,
1,2016-01-01 03:19:34,2016-01-01 04:13:02,1,14.1,-73.92623138427734,40.70450973510742,1,N,-73.9527816772461,40.82312774658203,1,48.5,0.5,0.5,12.45,0.0,0.3,62.25,,
2,2016-01-01 03:20:21,2016-01-01 04:12:04,2,11.9,-73.98919677734375,40.75880813598633,1,N,-73.91061401367188,40.64367294311523,1,42.5,0.5,0.5,0.0,0.0,0.3,43.8,,
2,2016-01-01 03:23:23,2016-01-01 04:14:48,1,15.0,-73.9095687866211,40.69387817382813,1,N,-73.8906021118164,40.82316970825195,1,48.5,0.5,0.5,1.0,0.0,0.3,50.8,,
2,2016-01-01 03:23:34,2016-01-01 04:11:49,1,18.17,-73.98197174072266,40.76250076293945,2,N,-73.77658081054686,40.644935607910156,1,52.0,0.0,0.5,20.0,0.0,0.3,72.8,,
2,2016-01-01 03:26:38,2016-01-01 04:10:27,4,12.63,-73.9984817504883,40.72872924804688,1,N,-73.8763427734375,40.7483787536621,2,42.5,0.5,0.5,0.0,0.0,0.3,43.8,,
2,2016-01-01 03:27:17,2016-01-01 04:12:17,2,13.62,-73.99053192138672,40.75738143920898,1,N,-73.94833374023438,40.63872146606445,2,43.0,0.5,0.5,0.0,0.0,0.3,44.3,,
1,2016-01-01 03:29:15,2016-01-01 04:10:49,1,7.0,-73.98368072509766,40.754558563232415,1,N,-73.94113922119139,40.69031524658203,2,30.5,0.5,0.5,0.0,0.0,0.3,31.8,,
1,2016-01-01 03:29:35,2016-01-01 04:10:55,2,15.2,-74.00728607177734,40.71290969848633,1,N,-73.94487762451173,40.83431243896485,2,46.5,0.5,0.5,0.0,0.0,0.3,47.8,,
2,2016-01-01 03:29:54,2016-01-01 04:11:35,1,7.92,-73.93528747558595,40.711029052734375,1,N,-73.98519897460938,40.76102828979492,2,30.5,0.5,0.5,0.0,0.0,0.3,31.8,,
1,2016-01-01 03:30:08,2016-01-01 04:11:24,1,8.3,-73.9639892578125,40.76105880737305,1,N,-73.97567749023438,40.66833877563477,2,31.5,0.5,0.5,0.0,0.0,0.3,32.8,,
2,2016-01-01 03:30:26,2016-01-01 04:10:43,3,13.57,0.0,0.0,1,N,0.0,0.0,1,42.5,0.5,0.5,1.0,0.0,0.3,44.8,,
2,2016-01-01 03:30:27,2016-01-01 04:11:01,2,9.18,-73.98806762695312,40.76483154296875,1,N,-73.9544448852539,40.65597534179688,2,33.0,0.5,0.5,0.0,0.0,0.3,34.3,,
1,2016-01-01 03:30:33,2016-01-01 04:13:44,2,25.5,0.0,0.0,1,N,0.0,0.0,1,70.0,0.5,0.5,17.8,0.0,0.3,89.1,,
2,2016-01-01 03:31:28,2016-01-01 04:11:58,1,12.16,-73.99790954589844,40.74127960205078,1,N,-74.01600646972656,40.64329147338867,2,40.0,0.5,0.5,0.0,0.0,0.3,41.3,,
1,2016-01-01 03:31:40,2016-01-01 04:12:45,1,14.0,-73.99029541015625,40.74024200439453,1,N,-73.85713195800781,40.72723007202149,1,43.0,0.5,0.5,5.0,0.0,0.3,49.3,,
1,2016-01-01 03:31:45,2016-01-01 04:12:28,2,7.8,-73.93183898925781,40.706275939941406,1,N,-73.98304748535155,40.76585388183594,1,30.5,0.5,0.5,6.35,0.0,0.3,38.15,,
2,2016-01-01 03:32:04,2016-01-01 04:10:04,1,9.22,-73.94440460205078,40.71444320678711,1,N,-73.98213958740234,40.783016204833984,1,33.5,0.5,0.5,6.96,0.0,0.3,41.76,,
2,2016-01-01 03:32:34,2016-01-01 04:11:29,1,13.53,-73.9620361328125,40.77078628540039,1,N,-73.92047119140625,40.70068359375,1,42.5,0.5,0.5,8.76,0.0,0.3,52.56,,
2,2016-01-01 03:33:30,2016-01-01 04:10:34,3,7.82,-73.99383544921875,40.741374969482415,1,N,-73.94951629638672,40.76255798339844,1,30.0,0.5,0.5,0.0,0.0,0.3,31.3,,
2,2016-01-01 03:33:30,2016-01-01 04:11:58,4,8.12,-73.9832534790039,40.76094055175781,1,N,-73.96778869628906,40.68050003051758,2,29.5,0.5,0.5,0.0,0.0,0.3,30.8,,
1,2016-01-01 03:33:50,2016-01-01 04:13:14,2,15.6,-73.98224639892578,40.76310729980469,1,N,-74.02019500732422,40.64952087402344,1,46.0,0.5,0.5,0.0,5.54,0.3,52.84,,
2,2016-01-01 03:34:05,2016-01-01 04:14:43,1,18.33,-73.88485717773438,40.739158630371094,1,N,-73.98394012451173,40.63943099975585,2,53.5,0.5,0.5,0.0,0.0,0.3,54.8,,
2,2016-01-01 03:34:11,2016-01-01 04:12:20,2,8.17,-74.00762939453125,40.726158142089844,1,N,-73.95174407958984,40.81215286254883,1,31.5,0.5,0.5,6.56,0.0,0.3,39.36,,
