VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,pickup_longitude,pickup_latitude,RatecodeID,store_and_fwd_flag,dropoff_longitude,dropoff_latitude,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,PULocationID,DOLocationID
1,2016-01-01 05:40:12,2016-01-01 06:57:24,1,22.1,-73.91207122802734,40.77503967285156,1,N,-73.9958724975586,40.76826095581055,2,72.0,0.5,0.5,0.0,0.0,0.3,73.3,,
1,2016-01-01 05:44:51,2016-01-01 06:56:44,1,9.5,-73.97006225585938,40.753021240234375,1,N,-73.9541015625,40.80661010742188,2,27.5,0.0,0.5,0.0,0.0,0.3,28.3,,
1,2016-01-01 06:03:34,2016-01-01 06:55:21,2,26.9,-73.98979949951173,40.757339477539055,1,N,-73.8197708129883,40.67399978637695,2,74.5,0.0,0.5,0.0,5.54,0.3,80.84,,
2,2016-01-01 06:04:56,2016-01-01 06:59:50,2,36.31,-73.97515106201173,40.73495864868164,5,N,-73.53642272949219,41.04542922973633,2,252.0,0.0,0.5,0.0,5.54,0.3,258.34,,
2,2016-01-01 06:05:39,2016-01-01 06:58:34,1,3.8,-73.99077606201173,40.73992538452149,1,N,-73.96630859375,40.75849151611328,1,32.0,0.0,0.5,9.84,0.0,0.3,42.64,,
1,2016-01-01 06:11:47,2016-01-01 06:55:04,1,15.3,-73.7908477783203,40.64548873901367,1,N,-73.91004180908203,40.76938247680664,2,49.0,0.0,0.5,0.0,0.0,0.3,49.8,,
1,2016-01-01 06:16:18,2016-01-01 06:56:42,1,14.9,-73.99025726318358,40.73694610595703,1,N,-73.98121643066406,40.59535217285156,2,46.5,0.0,0.5,0.0,0.0,0.3,47.3,,
1,2016-01-01 06:19:53,2016-01-01 06:58:18,1,10.5,-73.78186798095702,40.64451217651367,1,N,-73.83320617675781,40.74817276000977,2,39.0,0.0,0.5,0.0,0.0,0.3,39.8,,
2,2016-01-01 06:22:10,2016-01-01 06:59:39,1,12.99,-73.98097991943358,40.741600036621094,1,N,-73.95426940917969,40.67972946166992,1,40.0,0.0,0.5,8.16,0.0,0.3,48.96,,
2,2016-01-01 06:23:12,2016-01-01 06:56:22,1,16.67,-73.7816390991211,40.644935607910156,1,N,-73.923828125,40.76720809936523,2,48.0,0.0,0.5,0.0,0.0,0.3,48.8,,
2,2016-01-01 06:23:44,2016-01-01 06:57:34,1,21.49,-73.77719116210938,40.64648818969727,2,N,-73.93846130371094,40.84611129760742,2,52.0,0.0,0.5,0.0,5.54,0.3,58.34,,
1,2016-01-01 06:24:03,2016-01-01 06:57:09,1,17.0,-73.9383087158203,40.71258544921875,1,N,-73.77639007568358,40.64538192749024,1,48.5,0.0,0.5,9.86,0.0,0.3,59.16,,
2,2016-01-01 06:25:02,2016-01-01 06:59:21,1,9.1,-73.98808288574219,40.72264862060547,1,N,-73.88433074951173,40.7414665222168,2,31.0,0.0,0.5,0.0,0.0,0.3,31.8,,
2,2016-01-01 06:25:24,2016-01-01 06:57:17,1,18.48,-73.77794647216798,40.646766662597656,2,N,-73.9961929321289,40.717918395996094,1,52.0,0.0,0.5,7.0,0.0,0.3,59.8,,
